total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,490,95,56,128,199,2021-04-05T06:13:36.007Z
100,17,19,11,26,41,2021-04-05T06:13:36.007Z
