section,male,female,lastUpdate,date
0,61820,58392,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
10,92046,83642,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
20,76743,80242,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
30,55703,59779,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
40,46346,51480,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
50,34504,37370,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
60,23555,23091,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
70,11751,11740,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
80,5237,7204,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
90,1426,2969,2021-04-05T06:13:36.007Z,2021-04-05T06:13:36.007Z
