date,dailyDoublingRate,numberOfDoublingDays,lastUpdate
2020-02-12T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-13T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-14T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-15T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-16T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-17T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-18T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-19T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-20T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-21T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-22T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-23T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-24T00:00:00.000Z,100.0,1.0,2020-08-26T03:18:59.150Z
2020-02-25T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-26T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-02-27T00:00:00.000Z,50.0,1.709511291351455,2020-08-26T03:18:59.150Z
2020-02-28T00:00:00.000Z,66.66666666666667,1.356915448856724,2020-08-26T03:18:59.150Z
2020-02-29T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-03-01T00:00:00.000Z,20.0,3.801784016923927,2020-08-26T03:18:59.150Z
2020-03-02T00:00:00.000Z,66.66666666666667,1.356915448856724,2020-08-26T03:18:59.150Z
2020-03-03T00:00:00.000Z,30.0,2.641926795811142,2020-08-26T03:18:59.150Z
2020-03-04T00:00:00.000Z,0.0,,2020-08-26T03:18:59.150Z
2020-03-05T00:00:00.000Z,7.692307692307687,9.353206684999492,2020-08-26T03:18:59.150Z
2020-03-06T00:00:00.000Z,7.14285714285714,10.04664924971331,2020-08-26T03:18:59.150Z
2020-03-07T00:00:00.000Z,26.66666666666668,2.932233865905457,2020-08-26T03:18:59.150Z
2020-03-08T00:00:00.000Z,42.10526315789474,1.972542256293411,2020-08-26T03:18:59.150Z
2020-03-09T00:00:00.000Z,-3.703703703703698,-18.36622036975889,2020-08-26T03:18:59.150Z
2020-03-10T00:00:00.000Z,115.3846153846154,0.9034115679880246,2020-08-26T03:18:59.150Z
2020-03-11T00:00:00.000Z,35.71428571428572,2.269773516446259,2020-08-26T03:18:59.150Z
2020-03-12T00:00:00.000Z,25.0,3.10628371950539,2020-08-26T03:18:59.150Z
2020-03-13T00:00:00.000Z,33.68421052631578,2.387608815800854,2020-08-26T03:18:59.150Z
2020-03-14T00:00:00.000Z,19.685039370078748,3.857387349303444,2020-08-26T03:18:59.150Z
2020-03-15T00:00:00.000Z,19.07894736842104,3.969539758265282,2020-08-26T03:18:59.150Z
2020-03-16T00:00:00.000Z,38.12154696132597,2.146206462477057,2020-08-26T03:18:59.150Z
2020-03-17T00:00:00.000Z,24.4,3.174739381318491,2020-08-26T03:18:59.150Z
2020-03-18T00:00:00.000Z,31.5112540192926,2.530452331228643,2020-08-26T03:18:59.150Z
2020-03-19T00:00:00.000Z,27.87286063569681,2.819203599452029,2020-08-26T03:18:59.150Z
2020-03-20T00:00:00.000Z,25.23900573613767,3.079918082347435,2020-08-26T03:18:59.150Z
2020-03-21T00:00:00.000Z,27.63358778625955,2.840844238502132,2020-08-26T03:18:59.150Z
2020-03-22T00:00:00.000Z,25.837320574162682,3.016046660203342,2020-08-26T03:18:59.150Z
2020-03-23T00:00:00.000Z,26.520912547528532,2.946585477513968,2020-08-26T03:18:59.150Z
2020-03-24T00:00:00.000Z,24.7182569496619,3.138016193821446,2020-08-26T03:18:59.150Z
2020-03-25T00:00:00.000Z,18.49397590361446,4.084738454030404,2020-08-26T03:18:59.150Z
2020-03-26T00:00:00.000Z,19.5729537366548,3.877605664102906,2020-08-26T03:18:59.150Z
2020-03-27T00:00:00.000Z,11.30952380952381,6.469266190525112,2020-08-26T03:18:59.150Z
2020-03-28T00:00:00.000Z,10.31321619556913,7.061865368503379,2020-08-26T03:18:59.150Z
2020-03-29T00:00:00.000Z,9.626038781163437,7.542017716715665,2020-08-26T03:18:59.150Z
2020-03-30T00:00:00.000Z,6.127605811749848,11.65501470746519,2020-08-26T03:18:59.150Z
2020-03-31T00:00:00.000Z,9.375,7.734968007636167,2020-08-26T03:18:59.150Z
2020-04-01T00:00:00.000Z,7.401360544217694,9.707581504318865,2020-08-26T03:18:59.150Z
2020-04-02T00:00:00.000Z,5.0418039016974845,14.09173208838041,2020-08-26T03:18:59.150Z
2020-04-03T00:00:00.000Z,3.9315002411963293,17.97494874501969,2020-08-26T03:18:59.150Z
2020-04-04T00:00:00.000Z,-1.229983754931541,-56.00688514398855,2020-08-26T03:18:59.150Z
2020-04-05T00:00:00.000Z,1.198308270676707,58.18969731002338,2020-08-26T03:18:59.150Z
2020-04-06T00:00:00.000Z,-2.205711632226626,-31.07724237091475,2020-08-26T03:18:59.150Z
2020-04-07T00:00:00.000Z,-8.547008547008527,-7.758088333376922,2020-08-26T03:18:59.150Z
2020-04-08T00:00:00.000Z,-9.319833852544146,-7.085110433644572,2020-08-26T03:18:59.150Z
2020-04-09T00:00:00.000Z,-10.76438591468651,-6.086112857437221,2020-08-26T03:18:59.150Z
2020-04-10T00:00:00.000Z,-7.63554700032082,-8.726737110338943,2020-08-26T03:18:59.150Z
2020-04-11T00:00:00.000Z,-2.848211184439042,-23.98798580696164,2020-08-26T03:18:59.150Z
2020-04-12T00:00:00.000Z,-1.036825169824807,-66.50567487439876,2020-08-26T03:18:59.150Z
2020-04-13T00:00:00.000Z,-0.46965317919075433,-147.2401849338434,2020-08-26T03:18:59.150Z
2020-04-14T00:00:00.000Z,0.7622504537205144,91.28044365490517,2020-08-26T03:18:59.150Z
2020-04-15T00:00:00.000Z,-0.9726224783861648,-70.9186608605419,2020-08-26T03:18:59.150Z
2020-04-16T00:00:00.000Z,-1.70971262277192,-40.19416646273066,2020-08-26T03:18:59.150Z
2020-04-17T00:00:00.000Z,-2.257586972612879,-30.35511862085094,2020-08-26T03:18:59.150Z
2020-04-18T00:00:00.000Z,-2.044680045437342,-33.55226467610461,2020-08-26T03:18:59.150Z
2020-04-19T00:00:00.000Z,-10.70738306919211,-6.1204303973952,2020-08-26T03:18:59.150Z
2020-04-20T00:00:00.000Z,-6.01731601731601,-11.16905047503499,2020-08-26T03:18:59.150Z
2020-04-21T00:00:00.000Z,-5.343159834177813,-12.62286273371538,2020-08-26T03:18:59.150Z
2020-04-22T00:00:00.000Z,-4.136253041362514,-16.40883889518014,2020-08-26T03:18:59.150Z
2020-04-23T00:00:00.000Z,-1.015228426395953,-67.92783427991364,2020-08-26T03:18:59.150Z
2020-04-24T00:00:00.000Z,-2.564102564102555,-26.68466606550006,2020-08-26T03:18:59.150Z
2020-04-25T00:00:00.000Z,-6.947368421052635,-9.626386109749934,2020-08-26T03:18:59.150Z
2020-04-26T00:00:00.000Z,-10.97285067873304,-5.9636432257367,2020-08-26T03:18:59.150Z
2020-04-27T00:00:00.000Z,-10.927573062261759,-5.989846318116411,2020-08-26T03:18:59.150Z
2020-04-28T00:00:00.000Z,-8.773181169757482,-7.548874140348756,2020-08-26T03:18:59.150Z
2020-04-29T00:00:00.000Z,-11.2587959343237,-5.803023335235843,2020-08-26T03:18:59.150Z
2020-04-30T00:00:00.000Z,-11.80616740088105,-5.517231536804165,2020-08-26T03:18:59.150Z
2020-05-01T00:00:00.000Z,-13.086913086913091,-4.941818290578298,2020-08-26T03:18:59.150Z
2020-05-02T00:00:00.000Z,-11.7241379310345,-5.558362837125065,2020-08-26T03:18:59.150Z
2020-05-03T00:00:00.000Z,-7.2916666666666625,-9.15507201741447,2020-08-26T03:18:59.150Z
2020-05-04T00:00:00.000Z,-10.39325842696629,-6.316288771596535,2020-08-26T03:18:59.150Z
2020-05-05T00:00:00.000Z,-20.06269592476488,-3.095408121747717,2020-08-26T03:18:59.150Z
2020-05-06T00:00:00.000Z,-3.3333333333333335,-20.44588363361445,2020-08-26T03:18:59.150Z
2020-05-07T00:00:00.000Z,-16.43002028397567,-3.861849155747538,2020-08-26T03:18:59.150Z
2020-05-08T00:00:00.000Z,-20.38834951456311,-3.039989333899476,2020-08-26T03:18:59.150Z
2020-05-09T00:00:00.000Z,-11.58536585365853,-5.629270394679018,2020-08-26T03:18:59.150Z
2020-05-10T00:00:00.000Z,0.6896551724137945,100.8525177787126,2020-08-26T03:18:59.150Z
2020-05-11T00:00:00.000Z,-4.7945205479452015,-14.10765827448179,2020-08-26T03:18:59.150Z
2020-05-12T00:00:00.000Z,-3.237410071942448,-21.06207174721242,2020-08-26T03:18:59.150Z
2020-05-13T00:00:00.000Z,-10.4089219330855,-6.306242765021006,2020-08-26T03:18:59.150Z
2020-05-14T00:00:00.000Z,-15.35269709543569,-4.158626754428511,2020-08-26T03:18:59.150Z
2020-05-15T00:00:00.000Z,-10.29411764705882,-6.380582460875227,2020-08-26T03:18:59.150Z
2020-05-16T00:00:00.000Z,-7.650273224043714,-8.709253604457993,2020-08-26T03:18:59.150Z
2020-05-17T00:00:00.000Z,-8.284023668639051,-8.015708800844283,2020-08-26T03:18:59.150Z
2020-05-18T00:00:00.000Z,-7.741935483870977,-8.601923484159142,2020-08-26T03:18:59.150Z
2020-05-19T00:00:00.000Z,-0.6993006993006978,-98.77306787923165,2020-08-26T03:18:59.150Z
2020-05-20T00:00:00.000Z,-15.492957746478881,-4.117657553344388,2020-08-26T03:18:59.150Z
2020-05-21T00:00:00.000Z,-6.666666666666665,-10.04664924971328,2020-08-26T03:18:59.150Z
2020-05-22T00:00:00.000Z,7.14285714285714,10.04664924971331,2020-08-26T03:18:59.150Z
2020-05-23T00:00:00.000Z,-0.8333333333333304,-82.83060470842246,2020-08-26T03:18:59.150Z
2020-05-24T00:00:00.000Z,-1.680672268907557,-40.89470461284493,2020-08-26T03:18:59.150Z
2020-05-25T00:00:00.000Z,-4.273504273504281,-15.87054774442866,2020-08-26T03:18:59.150Z
2020-05-26T00:00:00.000Z,25.0,3.10628371950539,2020-08-26T03:18:59.150Z
2020-05-27T00:00:00.000Z,17.85714285714286,4.218711552295725,2020-08-26T03:18:59.150Z
2020-05-28T00:00:00.000Z,36.969696969696955,2.20333839704597,2020-08-26T03:18:59.150Z
2020-05-29T00:00:00.000Z,41.15044247787612,2.011126956684485,2020-08-26T03:18:59.150Z
2020-05-30T00:00:00.000Z,7.523510971786829,9.555465195803293,2020-08-26T03:18:59.150Z
2020-05-31T00:00:00.000Z,21.86588921282799,3.505151589016048,2020-08-26T03:18:59.150Z
2020-06-01T00:00:00.000Z,18.66028708133971,4.051253570725667,2020-08-26T03:18:59.150Z
2020-06-02T00:00:00.000Z,14.314516129032251,5.181115891141776,2020-08-26T03:18:59.150Z
2020-06-03T00:00:00.000Z,9.876543209876543,7.359249130793285,2020-08-26T03:18:59.150Z
2020-06-04T00:00:00.000Z,10.43338683788122,6.984391200501776,2020-08-26T03:18:59.150Z
2020-06-05T00:00:00.000Z,1.5988372093023169,43.69886284962387,2020-08-26T03:18:59.150Z
