section,male,female,lastUpdate,date
0,0,0,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
10,2,0,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
20,0,1,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
30,0,0,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
40,6,1,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
50,13,9,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
60,25,7,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
70,31,22,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
80,4,9,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
90,3,2,2020-11-17T03:52:43.697Z,2020-11-17T03:52:43.697Z
