total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3125,1755,332,231,735,409,2021-02-07T07:57:08.960Z
100,56,19,13,42,23,2021-02-07T07:57:08.960Z
