name,amount,lastUpdate,date
hard,276,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
moderate,82,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
critical,121,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
name,amount,lastUpdate,date
hard,276,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
moderate,82,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
critical,121,2020-11-26T17:02:46.717Z,2020-11-26T17:02:46.717Z
