Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
257,566,646,273,1848,2020-10-04T19:18:58.757Z,2020-10-04T19:18:58.757Z
