section,male,female,lastUpdate,date
0,2,3,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
10,3,1,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
20,18,13,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
30,26,18,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
40,55,47,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
50,216,103,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
60,581,262,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
70,985,534,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
80,1069,937,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
90,503,675,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
