section,male,female,lastUpdate,date
0,0,1,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
10,1,0,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
20,3,1,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
30,5,11,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
40,19,5,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
50,29,15,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
60,26,20,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
70,18,17,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
80,11,11,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
90,2,1,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
