name,amount,lastUpdate,date
hard,578,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
moderate,131,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
critical,270,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
breath,202,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
name,amount,lastUpdate,date
hard,578,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
moderate,131,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
critical,270,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
breath,202,2021-03-17T06:49:59.470Z,2021-03-17T06:49:59.470Z
