total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,961,191,144,345,257,2021-03-16T06:13:17.800Z
100,29,20,15,36,27,2021-03-16T06:13:17.800Z
