name,amount,lastUpdate,date
hard,272,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
moderate,83,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
critical,109,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
name,amount,lastUpdate,date
hard,272,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
moderate,83,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
critical,109,2020-11-28T20:32:01.277Z,2020-11-28T20:32:01.277Z
