total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,578,111,68,164,230,2021-03-31T14:47:35.723Z
100,20,19,12,28,40,2021-03-31T14:47:35.723Z
