section,male,female,lastUpdate,date
0,0,3.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
10,0,,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
20,8,2.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
30,8,16.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
40,33,18.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
50,53,28.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
60,46,42.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
70,37,32.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
80,25,21.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
90,3,9.0,2021-03-31T14:47:35.723Z,2021-03-31T14:47:35.723Z
