section,male,female,lastUpdate,date
0,0,1,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
10,0,0,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
20,3,0,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
30,2,3,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
40,18,6,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
50,30,13,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
60,16,18,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
70,14,14,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
80,10,4,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
90,1,1,2021-04-07T18:30:08.680Z,2021-04-07T18:30:08.680Z
