section,male,female,lastUpdate,date
0,0,0,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
10,2,0,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
20,0,0,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
30,0,2,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
40,6,6,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
50,27,1,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
60,45,20,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
70,36,21,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
80,17,13,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
90,4,1,2021-01-06T03:50:16.780Z,2021-01-06T03:50:16.780Z
