Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
165,316,742,356,1367,2020-09-07T15:38:31.557Z,2020-09-07T15:38:31.557Z
