section,male,female,lastUpdate,date
0,1,1,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
10,1,4,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
20,10,16,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
30,39,30,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
40,66,39,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
50,104,60,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
60,124,78,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
70,112,85,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
80,68,68,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
90,13,17,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
