section,male,female,lastUpdate,date
0,0,1,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
10,0,2,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
20,4,4,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
30,13,11,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
40,26,13,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
50,42,18,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
60,47,27,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
70,41,21,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
80,13,16,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
90,1,2,2021-02-17T19:18:09.470Z,2021-02-17T19:18:09.470Z
