total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1474,308,206,585,374,2021-02-17T19:18:09.470Z
100,51,21,14,40,25,2021-02-17T19:18:09.470Z
