total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,676,116,85,232,235,2021-03-29T05:35:38.870Z
100,23,17,13,34,35,2021-03-29T05:35:38.870Z
