city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,130063,1236,351,23127,13,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
תל אביב - יפו,26219,312,80,19434,7,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
באר שבע,14965,290,89,6978,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
נתניה,16840,241,80,7449,11,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
רהט,4810,204,59,1016,30,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
פתח תקווה,21527,198,86,9453,8,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
חולון,14584,184,65,5714,10,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אשדוד,25477,182,68,6071,8,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
חיפה,16564,175,51,9984,6,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ראשון לציון,14808,166,50,7471,7,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אשקלון,11779,153,36,4147,11,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
נצרת,8990,139,46,1599,18,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
לוד,8581,135,29,2919,17,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אום אל-פחם,6074,132,69,1409,23,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
בת ים,9624,123,36,3557,10,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
רמלה,9504,118,16,2028,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
רחובות,11269,110,27,4921,8,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
חדרה,6794,93,27,2865,10,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
קרית גת,7284,78,30,1549,13,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
בני ברק,48183,72, 11-14 ,2095,4,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
טייבה,4479,72,26,956,16,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ערד,2452,64,23,1301,23,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
כפר קאסם,3328,59,25,584,24,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אופקים,4300,58,  6-10  ,915,17,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
בית שמש,20174,58,21,1977,4,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
לקיה,724,57,20,219,36,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
דימונה,2485,56,  6-10  ,1229,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
צפת,4792,55,15,995,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
כסיפה,879,53,16,185,29,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
שדרות,2862,52, 11-14 ,1016,18,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
טירה,2705,51,21,538,19,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אור יהודה,4340,51, 11-14 ,807,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ירכא,2116,51,23,381,32,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ערערה,2001,51,21,477,25,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ערערה-בנגב,967,50,22,203,27,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
נתיבות,6972,50,21,1005,12,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
שפרעם,4099,48,17,744,12,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
כפר כנא,2431,48, 11-14 ,367,21,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
טבריה,4504,47,  6-10  ,1009,10,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אילת,2499,46, 11-14 ,3229,8,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
מודיעין עילית,25164,46,16,596,6,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
רמת גן,7866,46, 11-14 ,5604,3,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
יפיע,2216,45,  6-10  ,266,23,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
באקה אל-גרביה,2731,45,30,519,15,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
הרצליה,4221,43, 11-14 ,4287,5,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
קרית מלאכי,4096,43,  1-5  ,545,17,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ראש העין,5432,43,18,2322,7,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אבו סנאן,1319,42,20,1023,31,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
ריינה,1692,41,18,242,24,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
מעלה אדומים,3791,40,17,1422,11,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
תל שבע,550,39, 11-14 ,220,18,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
כפר סבא,4061,36,22,3655,4,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
עכו,4053,36, 11-14 ,1363,7,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
אבו גוש,1259,36,  6-10  ,572,44,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
קרית אתא,4667,35,18,1939,6,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
מודיעין-מכבים-רעות,4803,35,19,4437,4,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
בית ג'ן,1876,35,21,190,29,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
חורה,837,34,  6-10  ,206,18,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
מגאר,2085,33,  6-10  ,737,14,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
נוף הגליל,2855,32,  6-10  ,1294,7,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
מעלה עירון,1862,31,22,287,20,2021-03-29T05:35:38.870Z,2021-03-29T05:35:38.870Z
