section,male,female,lastUpdate,date
0,0,0,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
10,2,0,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
20,0,1,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
30,0,0,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
40,5,2,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
50,13,2,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
60,20,10,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
70,23,14,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
80,7,5,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
90,2,0,2020-12-19T13:51:24.143Z,2020-12-19T13:51:24.143Z
