total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1773,336,261,713,391,2021-02-03T16:22:58.677Z
100,58,19,15,40,22,2021-02-03T16:22:58.677Z
