section,male,female,lastUpdate,date
0,2,2,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
10,3,2,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
20,8,9,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
30,14,11,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
40,38,31,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
50,168,79,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
60,467,201,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
70,812,403,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
80,908,760,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
90,425,583,2021-02-03T16:22:58.677Z,2021-02-03T16:22:58.677Z
