age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,137018,16715,1505185,9.1,1.1,2021-02-03T16:22:58.677Z
20-29,342084,105565,1277634,26.8,8.3,2021-02-03T16:22:58.677Z
30-39,405431,146430,1186386,34.2,12.3,2021-02-03T16:22:58.677Z
40-49,596643,235066,1080768,55.2,21.7,2021-02-03T16:22:58.677Z
50-59,556995,310602,832687,66.9,37.3,2021-02-03T16:22:58.677Z
60-69,563020,477881,735380,76.6,65.0,2021-02-03T16:22:58.677Z
70-79,431534,386606,462148,93.4,83.7,2021-02-03T16:22:58.677Z
80-89,192381,170515,222547,86.4,76.6,2021-02-03T16:22:58.677Z
90+,45198,39479,50589,89.3,78.0,2021-02-03T16:22:58.677Z
