section,male,female,lastUpdate,date
0,2,1,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
10,2,2,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
20,6,9,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
30,14,8,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
40,28,25,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
50,143,68,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
60,383,157,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
70,676,331,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
80,760,635,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
90,353,477,2021-01-19T14:19:06.050Z,2021-01-19T14:19:06.050Z
