total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1186,224,174,452,299,2021-02-25T15:55:48.430Z
100,34,19,15,38,25,2021-02-25T15:55:48.430Z
