section,male,female,lastUpdate,date
0,3,2,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
10,3,1,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
20,13,12,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
30,21,16,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
40,46,38,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
50,202,89,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
60,546,242,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
70,928,491,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
80,1020,884,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
90,479,648,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
