section,male,female,lastUpdate,date
0,53751,50642,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
10,85212,75868,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
20,71687,73792,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
30,51673,54611,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
40,43340,47947,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
50,32667,35048,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
60,22484,21686,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
70,11121,11053,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
80,4911,6709,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
90,1300,2758,2021-02-25T15:55:48.430Z,2021-02-25T15:55:48.430Z
