section,male,female,lastUpdate,date
0,0,0,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
10,1,0,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
20,2,2,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
30,10,7,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
40,25,11,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
50,60,32,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
60,124,40,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
70,127,52,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
80,73,60,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
90,13,27,2020-10-18T03:18:46.443Z,2020-10-18T03:18:46.443Z
