amount,lastUpdate
0,2020-12-12T19:49:13.440Z
0,2020-12-12T19:49:13.440Z
0,2020-12-12T19:49:13.440Z
1,2020-12-12T19:49:13.440Z
2,2020-12-12T19:49:13.440Z
3,2020-12-12T19:49:13.440Z
5,2020-12-12T19:49:13.440Z
5,2020-12-12T19:49:13.440Z
6,2020-12-12T19:49:13.440Z
7,2020-12-12T19:49:13.440Z
7,2020-12-12T19:49:13.440Z
7,2020-12-12T19:49:13.440Z
6,2020-12-12T19:49:13.440Z
9,2020-12-12T19:49:13.440Z
11,2020-12-12T19:49:13.440Z
12,2020-12-12T19:49:13.440Z
16,2020-12-12T19:49:13.440Z
21,2020-12-12T19:49:13.440Z
23,2020-12-12T19:49:13.440Z
27,2020-12-12T19:49:13.440Z
38,2020-12-12T19:49:13.440Z
44,2020-12-12T19:49:13.440Z
48,2020-12-12T19:49:13.440Z
52,2020-12-12T19:49:13.440Z
56,2020-12-12T19:49:13.440Z
66,2020-12-12T19:49:13.440Z
70,2020-12-12T19:49:13.440Z
80,2020-12-12T19:49:13.440Z
89,2020-12-12T19:49:13.440Z
98,2020-12-12T19:49:13.440Z
111,2020-12-12T19:49:13.440Z
113,2020-12-12T19:49:13.440Z
131,2020-12-12T19:49:13.440Z
140,2020-12-12T19:49:13.440Z
135,2020-12-12T19:49:13.440Z
147,2020-12-12T19:49:13.440Z
160,2020-12-12T19:49:13.440Z
166,2020-12-12T19:49:13.440Z
166,2020-12-12T19:49:13.440Z
170,2020-12-12T19:49:13.440Z
182,2020-12-12T19:49:13.440Z
177,2020-12-12T19:49:13.440Z
192,2020-12-12T19:49:13.440Z
178,2020-12-12T19:49:13.440Z
179,2020-12-12T19:49:13.440Z
182,2020-12-12T19:49:13.440Z
165,2020-12-12T19:49:13.440Z
174,2020-12-12T19:49:13.440Z
157,2020-12-12T19:49:13.440Z
154,2020-12-12T19:49:13.440Z
145,2020-12-12T19:49:13.440Z
149,2020-12-12T19:49:13.440Z
146,2020-12-12T19:49:13.440Z
144,2020-12-12T19:49:13.440Z
136,2020-12-12T19:49:13.440Z
142,2020-12-12T19:49:13.440Z
132,2020-12-12T19:49:13.440Z
127,2020-12-12T19:49:13.440Z
122,2020-12-12T19:49:13.440Z
112,2020-12-12T19:49:13.440Z
109,2020-12-12T19:49:13.440Z
111,2020-12-12T19:49:13.440Z
101,2020-12-12T19:49:13.440Z
97,2020-12-12T19:49:13.440Z
91,2020-12-12T19:49:13.440Z
88,2020-12-12T19:49:13.440Z
84,2020-12-12T19:49:13.440Z
78,2020-12-12T19:49:13.440Z
78,2020-12-12T19:49:13.440Z
74,2020-12-12T19:49:13.440Z
69,2020-12-12T19:49:13.440Z
65,2020-12-12T19:49:13.440Z
61,2020-12-12T19:49:13.440Z
61,2020-12-12T19:49:13.440Z
61,2020-12-12T19:49:13.440Z
60,2020-12-12T19:49:13.440Z
55,2020-12-12T19:49:13.440Z
52,2020-12-12T19:49:13.440Z
51,2020-12-12T19:49:13.440Z
46,2020-12-12T19:49:13.440Z
47,2020-12-12T19:49:13.440Z
46,2020-12-12T19:49:13.440Z
46,2020-12-12T19:49:13.440Z
43,2020-12-12T19:49:13.440Z
41,2020-12-12T19:49:13.440Z
36,2020-12-12T19:49:13.440Z
40,2020-12-12T19:49:13.440Z
36,2020-12-12T19:49:13.440Z
39,2020-12-12T19:49:13.440Z
35,2020-12-12T19:49:13.440Z
35,2020-12-12T19:49:13.440Z
32,2020-12-12T19:49:13.440Z
