total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1486,292,202,581,367,2021-02-17T15:15:41.093Z
100,51,20,14,39,25,2021-02-17T15:15:41.093Z
