age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,307921,232284,1538337,20.0,15.1,2021-03-17T13:22:53.840Z
20-29,913228,704479,1300361,70.2,54.2,2021-03-17T13:22:53.840Z
30-39,909795,734013,1197026,76.0,61.3,2021-03-17T13:22:53.840Z
40-49,895976,770214,1098556,81.6,70.1,2021-03-17T13:22:53.840Z
50-59,735170,653185,849966,86.5,76.8,2021-03-17T13:22:53.840Z
60-69,652291,605628,741639,88.0,81.7,2021-03-17T13:22:53.840Z
70-79,474100,450637,490784,96.6,91.8,2021-03-17T13:22:53.840Z
80-89,211646,199839,225538,93.8,88.6,2021-03-17T13:22:53.840Z
90+,49627,46177,51496,96.4,89.7,2021-03-17T13:22:53.840Z
