section,male,female,lastUpdate,date
0,0,1,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
10,0,0,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
20,0,1,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
30,2,5,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
40,14,2,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
50,25,9,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
60,11,13,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
70,11,10,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
80,6,4,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
90,0,1,2021-04-18T18:56:41.860Z,2021-04-18T18:56:41.860Z
