Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
254,550,735,303,2002,2020-10-02T13:42:19.067Z,2020-10-02T13:42:19.067Z
