dates,averages,lastUpdate
"{'begin_date': '3.1.21', 'end_date': '9.1.21'}",7245,2021-01-30T19:37:48.760Z
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8318,2021-01-30T19:37:48.760Z
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7095,2021-01-30T19:37:48.760Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6324,2021-01-30T19:37:48.760Z
