section,male,female,lastUpdate,date
0,2,2,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
10,3,2,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
20,7,9,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
30,14,11,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
40,33,29,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
50,162,76,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
60,453,195,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
70,782,392,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
80,878,726,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
90,405,557,2021-01-30T19:37:48.760Z,2021-01-30T19:37:48.760Z
