Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
254,551,735,303,2000,2020-10-03T19:35:04.317Z,2020-10-03T19:35:04.317Z
