section,male,female,lastUpdate,date
0,1,1,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
10,1,2,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
20,2,6,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
30,12,7,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
40,23,14,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
50,105,57,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
60,286,119,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
70,525,257,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
80,572,483,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
90,252,376,2020-12-21T04:52:38.930Z,2020-12-21T04:52:38.930Z
