section,male,female,lastUpdate,date
0,1,1,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
10,0,0,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
20,2,1,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
30,3,8,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
40,12,12,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
50,36,15,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
60,66,29,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
70,44,30,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
80,20,14,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
90,3,4,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
