section,male,female,lastUpdate,date
0,33972,32239,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
10,63181,53091,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
20,53373,53014,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
30,38238,40070,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
40,33273,36489,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
50,25619,27268,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
60,18582,17476,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
70,9255,8804,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
80,3975,5259,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
90,1042,2252,2021-01-19T07:34:37.340Z,2021-01-19T07:34:37.340Z
