total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1045,216,155,386,259,2021-03-11T06:27:02.077Z
100,32,21,15,37,25,2021-03-11T06:27:02.077Z
