section,male,female,lastUpdate,date
0,2,3,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
10,3,1,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
20,18,12,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
30,23,17,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
40,53,47,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
50,213,99,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
60,572,255,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
70,976,521,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
80,1053,924,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
90,493,670,2021-03-11T06:27:02.077Z,2021-03-11T06:27:02.077Z
