section,male,female,lastUpdate,date
0,18678,17839,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
10,41111,30186,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
20,35631,33064,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
30,24124,24228,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
40,21148,22555,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
50,16443,17201,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
60,12036,10775,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
70,5983,5503,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
80,2508,3209,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
90,608,1387,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
