name,amount,lastUpdate,date
hard,872,2020-10-06T15:35:02.543Z,2020-10-06T15:35:02.543Z
moderate,314,2020-10-06T15:35:02.543Z,2020-10-06T15:35:02.543Z
name,amount,lastUpdate,date
hard,872,2020-10-06T15:35:02.543Z,2020-10-06T15:35:02.543Z
moderate,314,2020-10-06T15:35:02.543Z,2020-10-06T15:35:02.543Z
