section,male,female,lastUpdate,date
0,2,4,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
10,4,1,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
20,18,13,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
30,29,19,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
40,57,52,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
50,223,106,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
60,606,277,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
70,989,548,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
80,1106,960,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
90,523,703,2021-04-04T12:44:43.080Z,2021-04-04T12:44:43.080Z
