section,male,female,lastUpdate,date
0,0,,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
10,1,0.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
20,0,3.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
30,7,1.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
40,22,5.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
50,44,26.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
60,93,36.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
70,92,51.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
80,38,41.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
90,13,18.0,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
