section,male,female,lastUpdate,date
0,16752,16058,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
10,38370,27270,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
20,32318,29162,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
30,21539,21126,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
40,18792,19738,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
50,14522,14974,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
60,10582,9324,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
70,5175,4700,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
80,2245,2797,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
90,528,1218,2020-10-26T19:48:13.693Z,2020-10-26T19:48:13.693Z
