name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
ברזילי,107.5,78.16666412353516,61,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
שערי צדק,100.0,99.87715148925781,27,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
נהריה,98.36065573770492,74.41217041015625,84,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
מעייני הישועה,96.29629629629629,93.29073333740234,29,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
"רמב""ם",93.93939393939394,91.03092956542969,124,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
הדסה עין כרם,90.0,119.5681533813477,109,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
רבין ק. בילינסון,80.0,93.41316986083984,56,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
שיבא,78.33333333333333,101.0126571655273,47,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
הלל יפה,75.0,90.87378692626953,57,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
הסקוטי,75.0,95.74468231201172,7,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
אסותא אשדוד,74.07407407407408,,15,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
וולפסון,70.58823529411765,65.00732421875,31,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
לניאדו,64.28571428571429,88.85794067382812,80,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
שניידר,62.5,91.98312377929688,27,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
מאיר,61.40350877192983,78.7917709350586,49,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
בני ציון,56.52173913043478,84.98844909667969,30,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
קפלן,56.00000000000001,94.76534271240234,36,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
שמיר (אסף הרופא),55.73770491803278,64.75869750976562,25,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
המשפחה הקדושה,54.54545454545454,146.6666717529297,17,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
סנט ג'וזף,54.054054054054056,,0,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
סוראסקי,52.85714285714286,105.2946166992188,54,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
פוריה,52.5,67.32394409179688,47,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
זיו צפת,50.0,76.0806884765625,29,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
אל מקאסד,47.82608695652174,,0,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
המרכזי בעמק,46.913580246913575,78.79310607910156,65,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
הכרמל,41.07142857142857,68.30265808105469,123,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
השרון ק. גולדה,34.21052631578948,50.62240600585938,7,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
סורוקה,30.76923076923077,81.92875671386719,44,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
סנט וינסנט,12.5,51.49253845214844,13,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
אוגוסטה ויקטוריה,0.0,,0,2020-09-10T03:38:32.990Z,2020-09-10T03:38:32.990Z
