date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1805,0.006094182825484765,5632,-231,0,2020-09-13T19:08:27.253Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1805,0.00554016620498615,7857,-228,0,2020-09-13T19:08:27.253Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1805,0.006648199445983379,7012,-230,0,2020-09-13T19:08:27.253Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1805,0.007202216066481994,7012,-230,0,2020-09-13T19:08:27.253Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1805,0.00886426592797784,5177,-229,0,2020-09-13T19:08:27.253Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1805,0.0110803324099723,4861,-229,0,2020-09-13T19:08:27.253Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1805,0.01440443213296399,7330,-227,0,2020-09-13T19:08:27.253Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1805,0.02160664819944598,6205,-236,0,2020-09-13T19:08:27.253Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1805,0.03268698060941828,6021,-223,0,2020-09-13T19:08:27.253Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1805,0.04487534626038781,5981,-225,0,2020-09-13T19:08:27.253Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1805,0.05706371191135734,5983,-224,0,2020-09-13T19:08:27.253Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1805,0.06814404432132964,4121,-210,0,2020-09-13T19:08:27.253Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1805,0.08975069252077562,3692,-220,0,2020-09-13T19:08:27.253Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1805,0.1119113573407202,5489,-221,0,2020-09-13T19:08:27.253Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1805,0.1224376731301939,4759,-163,0,2020-09-13T19:08:27.253Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1805,0.1418282548476454,4338,-114,0,2020-09-13T19:08:27.253Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1805,0.1695290858725762,3920,-14,0,2020-09-13T19:08:27.253Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1805,0.1634349030470914,4053,117,0,2020-09-13T19:08:27.253Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1805,0.1601108033240997,3207,292,0,2020-09-13T19:08:27.253Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1805,0.1534626038781163,2905,475,0,2020-09-13T19:08:27.253Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1805,0.1795013850415513,4523,690,0,2020-09-13T19:08:27.253Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1805,0.1950138504155125,4053,1011,0,2020-09-13T19:08:27.253Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1805,0.2188365650969529,3963,1402,0,2020-09-13T19:08:27.253Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1805,0.228808864265928,3666,1760,0,2020-09-13T19:08:27.253Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1805,0.2570637119113574,3925,2242,0,2020-09-13T19:08:27.253Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1805,0.2853185595567867,3267,2607,0,2020-09-13T19:08:27.253Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1805,0.2842105263157895,2834,3047,0,2020-09-13T19:08:27.253Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1805,0.3013850415512465,4289,3510,0,2020-09-13T19:08:27.253Z
2020-03-30T00:00:00.000Z,121,619,570,87,105,427,54,1,1805,0.3429362880886427,3886,3964,0,2020-09-13T19:08:27.253Z
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,1805,0.3700831024930748,4005,4570,0,2020-09-13T19:08:27.253Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1805,0.4260387811634349,4088,4411,689,2020-09-13T19:08:27.253Z
2020-04-02T00:00:00.000Z,115,813,728,113,145,555,79,10,1805,0.450415512465374,4284,4992,720,2020-09-13T19:08:27.253Z
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1805,0.4454293628808864,3494,5501,717,2020-09-13T19:08:27.253Z
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1805,0.4382271468144044,3155,5829,718,2020-09-13T19:08:27.253Z
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,1805,0.4581717451523546,4495,6330,693,2020-09-13T19:08:27.253Z
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1805,0.4509695290858726,4088,6607,796,2020-09-13T19:08:27.253Z
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1805,0.414404432132964,4313,6858,819,2020-09-13T19:08:27.253Z
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1805,0.3850415512465374,3511,7026,859,2020-09-13T19:08:27.253Z
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1805,0.3684210526315789,3363,7145,944,2020-09-13T19:08:27.253Z
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1805,0.371191135734072,4086,7268,1002,2020-09-13T19:08:27.253Z
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,1805,0.3473684210526316,3172,7372,1061,2020-09-13T19:08:27.253Z
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,1805,0.3695290858725762,4965,7508,1074,2020-09-13T19:08:27.253Z
