total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,412,92,55,102,157,2021-04-11T19:08:17.183Z
100,14,22,13,25,38,2021-04-11T19:08:17.183Z
