amount,lastUpdate
0,2021-02-08T16:18:44.307Z
0,2021-02-08T16:18:44.307Z
0,2021-02-08T16:18:44.307Z
1,2021-02-08T16:18:44.307Z
2,2021-02-08T16:18:44.307Z
3,2021-02-08T16:18:44.307Z
5,2021-02-08T16:18:44.307Z
5,2021-02-08T16:18:44.307Z
6,2021-02-08T16:18:44.307Z
7,2021-02-08T16:18:44.307Z
7,2021-02-08T16:18:44.307Z
7,2021-02-08T16:18:44.307Z
6,2021-02-08T16:18:44.307Z
9,2021-02-08T16:18:44.307Z
11,2021-02-08T16:18:44.307Z
12,2021-02-08T16:18:44.307Z
16,2021-02-08T16:18:44.307Z
21,2021-02-08T16:18:44.307Z
23,2021-02-08T16:18:44.307Z
27,2021-02-08T16:18:44.307Z
38,2021-02-08T16:18:44.307Z
44,2021-02-08T16:18:44.307Z
48,2021-02-08T16:18:44.307Z
52,2021-02-08T16:18:44.307Z
56,2021-02-08T16:18:44.307Z
67,2021-02-08T16:18:44.307Z
70,2021-02-08T16:18:44.307Z
80,2021-02-08T16:18:44.307Z
89,2021-02-08T16:18:44.307Z
98,2021-02-08T16:18:44.307Z
111,2021-02-08T16:18:44.307Z
113,2021-02-08T16:18:44.307Z
131,2021-02-08T16:18:44.307Z
140,2021-02-08T16:18:44.307Z
135,2021-02-08T16:18:44.307Z
147,2021-02-08T16:18:44.307Z
160,2021-02-08T16:18:44.307Z
166,2021-02-08T16:18:44.307Z
166,2021-02-08T16:18:44.307Z
170,2021-02-08T16:18:44.307Z
182,2021-02-08T16:18:44.307Z
177,2021-02-08T16:18:44.307Z
192,2021-02-08T16:18:44.307Z
178,2021-02-08T16:18:44.307Z
179,2021-02-08T16:18:44.307Z
181,2021-02-08T16:18:44.307Z
165,2021-02-08T16:18:44.307Z
174,2021-02-08T16:18:44.307Z
157,2021-02-08T16:18:44.307Z
154,2021-02-08T16:18:44.307Z
145,2021-02-08T16:18:44.307Z
149,2021-02-08T16:18:44.307Z
146,2021-02-08T16:18:44.307Z
144,2021-02-08T16:18:44.307Z
136,2021-02-08T16:18:44.307Z
142,2021-02-08T16:18:44.307Z
132,2021-02-08T16:18:44.307Z
127,2021-02-08T16:18:44.307Z
122,2021-02-08T16:18:44.307Z
112,2021-02-08T16:18:44.307Z
109,2021-02-08T16:18:44.307Z
111,2021-02-08T16:18:44.307Z
101,2021-02-08T16:18:44.307Z
97,2021-02-08T16:18:44.307Z
91,2021-02-08T16:18:44.307Z
88,2021-02-08T16:18:44.307Z
84,2021-02-08T16:18:44.307Z
78,2021-02-08T16:18:44.307Z
78,2021-02-08T16:18:44.307Z
74,2021-02-08T16:18:44.307Z
69,2021-02-08T16:18:44.307Z
65,2021-02-08T16:18:44.307Z
61,2021-02-08T16:18:44.307Z
61,2021-02-08T16:18:44.307Z
61,2021-02-08T16:18:44.307Z
60,2021-02-08T16:18:44.307Z
55,2021-02-08T16:18:44.307Z
52,2021-02-08T16:18:44.307Z
51,2021-02-08T16:18:44.307Z
46,2021-02-08T16:18:44.307Z
47,2021-02-08T16:18:44.307Z
46,2021-02-08T16:18:44.307Z
46,2021-02-08T16:18:44.307Z
43,2021-02-08T16:18:44.307Z
41,2021-02-08T16:18:44.307Z
36,2021-02-08T16:18:44.307Z
40,2021-02-08T16:18:44.307Z
36,2021-02-08T16:18:44.307Z
39,2021-02-08T16:18:44.307Z
35,2021-02-08T16:18:44.307Z
35,2021-02-08T16:18:44.307Z
32,2021-02-08T16:18:44.307Z
29,2021-02-08T16:18:44.307Z
28,2021-02-08T16:18:44.307Z
30,2021-02-08T16:18:44.307Z
29,2021-02-08T16:18:44.307Z
29,2021-02-08T16:18:44.307Z
29,2021-02-08T16:18:44.307Z
30,2021-02-08T16:18:44.307Z
31,2021-02-08T16:18:44.307Z
32,2021-02-08T16:18:44.307Z
35,2021-02-08T16:18:44.307Z
35,2021-02-08T16:18:44.307Z
35,2021-02-08T16:18:44.307Z
31,2021-02-08T16:18:44.307Z
36,2021-02-08T16:18:44.307Z
38,2021-02-08T16:18:44.307Z
36,2021-02-08T16:18:44.307Z
40,2021-02-08T16:18:44.307Z
39,2021-02-08T16:18:44.307Z
41,2021-02-08T16:18:44.307Z
45,2021-02-08T16:18:44.307Z
43,2021-02-08T16:18:44.307Z
40,2021-02-08T16:18:44.307Z
45,2021-02-08T16:18:44.307Z
44,2021-02-08T16:18:44.307Z
45,2021-02-08T16:18:44.307Z
40,2021-02-08T16:18:44.307Z
39,2021-02-08T16:18:44.307Z
44,2021-02-08T16:18:44.307Z
56,2021-02-08T16:18:44.307Z
59,2021-02-08T16:18:44.307Z
72,2021-02-08T16:18:44.307Z
83,2021-02-08T16:18:44.307Z
85,2021-02-08T16:18:44.307Z
94,2021-02-08T16:18:44.307Z
90,2021-02-08T16:18:44.307Z
94,2021-02-08T16:18:44.307Z
113,2021-02-08T16:18:44.307Z
126,2021-02-08T16:18:44.307Z
130,2021-02-08T16:18:44.307Z
136,2021-02-08T16:18:44.307Z
151,2021-02-08T16:18:44.307Z
184,2021-02-08T16:18:44.307Z
