section,male,female,lastUpdate,date
0,2,2,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
10,3,1,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
20,18,12,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
30,23,17,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
40,51,42,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
50,207,96,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
60,556,245,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
70,952,505,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
80,1040,904,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
90,486,653,2021-03-04T15:28:23.620Z,2021-03-04T15:28:23.620Z
