section,male,female,lastUpdate,date
0,0,0,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
10,2,0,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
20,0,0,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
30,0,0,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
40,4,2,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
50,15,2,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
60,24,10,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
70,21,14,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
80,10,5,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
90,2,0,2020-12-20T08:01:40.673Z,2020-12-20T08:01:40.673Z
