age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,231674,115103,1505185,15.4,7.6,2021-02-22T19:42:44.580Z
20-29,705273,295216,1277634,55.2,23.1,2021-02-22T19:42:44.580Z
30-39,741532,354664,1186386,62.5,29.9,2021-02-22T19:42:44.580Z
40-49,785257,554272,1080768,72.7,51.3,2021-02-22T19:42:44.580Z
50-59,665256,530882,832687,79.9,63.8,2021-02-22T19:42:44.580Z
60-69,612745,547904,735380,83.3,74.5,2021-02-22T19:42:44.580Z
70-79,454249,422591,462148,98.3,91.4,2021-02-22T19:42:44.580Z
80-89,202501,186905,222547,91.0,84.0,2021-02-22T19:42:44.580Z
90+,47624,43023,50589,94.1,85.0,2021-02-22T19:42:44.580Z
