total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1288,250,210,481,333,2021-02-22T19:42:44.580Z
100,37,19,16,37,26,2021-02-22T19:42:44.580Z
