section,male,female,lastUpdate,date
0,2,1,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
10,0,1,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
20,8,11,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
30,29,20,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
40,59,37,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
50,113,59,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
60,163,83,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
70,151,114,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
80,98,100,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
90,37,37,2021-02-01T17:12:59.620Z,2021-02-01T17:12:59.620Z
