section,male,female,lastUpdate,date
0,0,4,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
10,2,2,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
20,8,9,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
30,17,26,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
40,49,25,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
50,73,52,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
60,73,65,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
70,64,47,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
80,32,44,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
90,13,8,2021-03-13T19:42:29.803Z,2021-03-13T19:42:29.803Z
