total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1007,212,153,363,263,2021-03-13T19:42:29.803Z
100,31,21,15,36,26,2021-03-13T19:42:29.803Z
