section,male,female,lastUpdate,date
0,0,1,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
10,1,3,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
20,4,1,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
30,9,10,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
40,38,19,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
50,110,44,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
60,162,78,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
70,159,114,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
80,120,100,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
90,29,49,2021-01-11T19:42:21.023Z,2021-01-11T19:42:21.023Z
