total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1097,218,157,422,268,2021-03-05T06:51:25.580Z
100,33,20,14,38,24,2021-03-05T06:51:25.580Z
