city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,status,lastUpdate,date
בני ברק,9912,853,515,4056,42,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
טירה,844,503,336,2097,189,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
כפר קאסם,808,373,240,1268,155,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
אום אל-פחם,827,316,211,1693,56,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
דאלית אל-כרמל,230,204,163,2244,118,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
לקיה,218,167,156,592,109,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
מעלה עירון,270,161,100,588,107,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
יקיר,59,50,41,265,212,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
כסרא-סמיע,57,40,30,229,46,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
כעביה-טבאש-חג'אג'רה,34,30,21,136,51,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
תפרח,73,30,6-10,72,138,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
בוקעאתא,25,23,23,104,35,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
יד בנימין,64,16,11-14,62,37,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
ירושלים,18475,2681,1347,18256,29,נדרשת הגדלה של מספר הבדיקות,2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
אשדוד,3885,741,412,5697,33,נדרשת הגדלה של מספר הבדיקות,2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
תל אביב - יפו,4963,659,317,6722,14,נדרשת הגדלה של מספר הבדיקות,2020-08-30T07:15:32.680Z,2020-08-30T07:15:32.680Z
