section,male,female,lastUpdate,date
0,1,1,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
10,1,2,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
20,1,5,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
30,12,7,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
40,21,12,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
50,101,57,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
60,270,113,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
70,494,247,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
80,544,465,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
90,240,368,2020-12-11T05:54:20.180Z,2020-12-11T05:54:20.180Z
